自討苦	自討苦 自討苦吃
自顧不	自顧不 自顧不暇
自食其	自食其 自食其力
臭味相	臭味相 臭味相投
至關重	至關重 至關重要
與世無	與世無 與世無爭
與人方	與人方 與人方便
與日俱	與日俱 與日俱增
與時俱	與時俱 與時俱進
與眾不	與眾不 與眾不同
興致勃	興致勃 興致勃勃
興高采	興高采 興高采烈
舉一反	舉一反 舉一反三
舉世無	舉世無 舉世無雙
舉世矚	舉世矚 舉世矚目
舉世聞	舉世聞 舉世聞名
舉足輕	舉足輕 舉足輕重
舊瓶裝	舊瓶裝 舊瓶裝新酒
舌敝唇	舌敝唇 舌敝唇焦
船到橋	船到橋 船到橋門自會直
良田千	良田千 良田千畝不如一技在手
良禽擇	良禽擇 良禽擇木
良藥苦	良藥苦 良藥苦口
若火燒	若火燒 若火燒身
若要人	若要人 若要人不知除非己莫為
苦口婆	苦口婆 苦口婆心
苦盡甘	苦盡甘 苦盡甘來
英式撞	英式撞 英式撞球
茅塞頓	茅塞頓 茅塞頓開
茶餘飯	茶餘飯 茶餘飯後
草木皆	草木皆 草木皆兵
草菅人	草菅人 草菅人命
莫名其	莫名其 莫名其妙
莫見浪	莫見浪 莫見浪大松櫓槳
萍水相	萍水相 萍水相逢
萬事起	萬事起 萬事起頭南
萬古長	萬古長 萬古長青
萬無一	萬無一 萬無一失
萬變不	萬變不 萬變不離其宗
落花有	落花有 落花有意
落魄方	落魄方 落魄方知窮人苦
蓬篳增	蓬篳增 蓬篳增輝
薄養厚	薄養厚 薄養厚葬
藏頭露	藏頭露 藏頭露尾
藥可治	藥可治 藥可治病不可救命
虎毒不	虎毒不 虎毒不食子
虎頭蛇	虎頭蛇 虎頭蛇尾
處女守	處女守 處女守身
虛張聲	虛張聲 虛張聲勢
虛有其	虛有其 虛有其表
蜉蝣撼	蜉蝣撼 蜉蝣撼大樹
蜻蜓點	蜻蜓點 蜻蜓點水
螢幕截	螢幕截 螢幕截圖
血口噴	血口噴 血口噴人
行人徒	行人徒 行人徒步區
街頭巷	街頭巷 街頭巷尾
衣冠禽	衣冠禽 衣冠禽獸
衣食足	衣食足 衣食足方能買鬼推磨
衣食住	衣食住 衣食住行
表裡如	表裡如 表裡如一
表面一	表面一 表面一套
袖手旁	袖手旁 袖手旁觀
裝模做	裝模做 裝模做樣
裝瘋賣	裝瘋賣 裝瘋賣傻
裝聾作	裝聾作 裝聾作啞
西班牙	西班牙 西班牙語
覆水難	覆水難 覆水難收
見利忘	見利忘 見利忘義
見多識	見多識 見多識廣
見義勇	見義勇 見義勇為
親朋好	親朋好 親朋好友
言之鑿	言之鑿 言之鑿鑿
言之無	言之無 言之無物
言出法	言出法 言出法隨
言必三	言必三 言必三思
言無不	言無不 言無不盡
言行一	言行一 言行一致
討人喜	討人喜 討人喜歡
討價還	討價還 討價還價
話經三	話經三 話經三張嘴
誇誇其	誇誇其 誇誇其談
認賊作	認賊作 認賊作父
說一是	說一是 說一是一
說乾就	說乾就 說乾就乾
說到作	說到作 說到作到
說曹操	說曹操 說曹操曹操到
說的比	說的比 說的比唱的好聽
說老實	說老實 說老實話
調嘴學	調嘴學 調嘴學舌
談笑風	談笑風 談笑風生
諸如此	諸如此 諸如此類
謀事在	謀事在 謀事在人
謹身節	謹身節 謹身節用
讀書如	讀書如 讀書如交友
讀書健	讀書健 讀書健腦
讚不絕	讚不絕 讚不絕口
讚歎不	讚歎不 讚歎不已
豈有此	豈有此 豈有此理
貌合神	貌合神 貌合神離
貓哭老	貓哭老 貓哭老鼠假慈悲
財源滾	財源滾 財源滾滾了財源廣進
貧無立	貧無立 貧無立錐之地
貪小便	貪小便 貪小便宜吃大虧
貪小失	貪小失 貪小失大
責無旁	責無旁 責無旁貸
資本主	資本主 資本主義
賊喊徒	賊喊徒 賊喊徒賊
賊頭賊	賊頭賊 賊頭賊腦
賣天不	賣天不 賣天不立契
賣妻典	賣妻典 賣妻典兒
赤舌燒	赤舌燒 赤舌燒城
走投無	走投無 走投無路
走為上	走為上 走為上計
起個大	起個大 起個大早
起死回	起死回 起死回生
趁火打	趁火打 趁火打劫
趕個晚	趕個晚 趕個晚集
趕鴨子	趕鴨子 趕鴨子上架
趨炎附	趨炎附 趨炎附勢
足智多	足智多 足智多謀
跌跌撞	跌跌撞 跌跌撞撞
路遙知	路遙知 路遙知馬力
身不由	身不由 身不由己
軍令如	軍令如 軍令如山倒
軟硬兼	軟硬兼 軟硬兼施
輕而易	輕而易 輕而易舉
輕諾寡	輕諾寡 輕諾寡信
辛辛苦	辛辛苦 辛辛苦苦
迅雷不	迅雷不 迅雷不及掩耳
近朱者	近朱者 近朱者赤
近水樓	近水樓 近水樓台先得月
返老還	返老還 返老還童
迫不及	迫不及 迫不及待
迷惑不	迷惑不 迷惑不解
送佛送	送佛送 送佛送到西天
逍遙法	逍遙法 逍遙法外
這就是	這就是 這就是說
這樣一	這樣一 這樣一來
連滾帶	連滾帶 連滾帶爬
進退兩	進退兩 進退兩難
遊手好	遊手好 遊手好閒
運柴回	運柴回 運柴回林
運籌帷	運籌帷 運籌帷幄
過河丟	過河丟 過河丟拐杖
過河千	過河千 過河千里遠
過河拆	過河拆 過河拆橋
過猶不	過猶不 過猶不及
過甚其	過甚其 過甚其辭
道聽途	道聽途 道聽途說
道高一	道高一 道高一尺
遠水解	遠水解 遠水解不了近渴
遠親不	遠親不 遠親不如近鄰
遠近聞	遠近聞 遠近聞名
適可而	適可而 適可而止
適得其	適得其 適得其反
遷怒於	遷怒於 遷怒於人
避坑落	避坑落 避坑落井
避重就	避重就 避重就輕
酒入言	酒入言 酒入言出
酒囊飯	酒囊飯 酒囊飯袋
酸甜苦	酸甜苦 酸甜苦辣
醉翁之	醉翁之 醉翁之意不在酒
重中之	重中之 重中之重
重新整	重新整 重新整理
重足而	重足而 重足而立
金無足	金無足 金無足赤
針鋒相	針鋒相 針鋒相對
鋌而走	鋌而走 鋌而走險
錢能溝	錢能溝 錢能溝通神
錦繡前	錦繡前 錦繡前程
錦衣夜	錦衣夜 錦衣夜行
錦衣玉	錦衣玉 錦衣玉食
録而不	録而不 録而不捨
鍥而不	鍥而不 鍥而不捨
鐵杵磨	鐵杵磨 鐵杵磨成針
鐵樹開	鐵樹開 鐵樹開花
長途跋	長途跋 長途跋涉
門可羅	門可羅 門可羅雀
門當戶	門當戶 門當戶對
開天闢	開天闢 開天闢地
開門揖	開門揖 開門揖盜
關公面	關公面 關公面前耍大刀
防君子	防君子 防君子不防小人
除惡務	除惡務 除惡務盡
陪了夫	陪了夫 陪了夫人又折兵
隔山買	隔山買 隔山買老牛
隔牆有	隔牆有 隔牆有耳
隨心所	隨心所 隨心所欲
隨時隨	隨時隨 隨時隨地
隨機應	隨機應 隨機應變
隨波逐	隨波逐 隨波逐流
隨處可	隨處可 隨處可見
隨遇而	隨遇而 隨遇而安
隨鄉入	隨鄉入 隨鄉入鄉
隱惡揚	隱惡揚 隱惡揚善
集液成	集液成 集液成裘
雕蟲小	雕蟲小 雕蟲小技
雜七雜	雜七雜 雜七雜八
雜亂無	雜亂無 雜亂無章
雞叫有	雞叫有 雞叫有早晚
雞啼飽	雞啼飽 雞啼飽飯
雞多不	雞多不 雞多不下蛋
雞毛蒜	雞毛蒜 雞毛蒜皮
雞爛嘴	雞爛嘴 雞爛嘴巴硬
雞窩飛	雞窩飛 雞窩飛出鳳凰
雞蛋裡	雞蛋裡 雞蛋裡找骨頭
雞零狗	雞零狗 雞零狗碎
雞飛蛋	雞飛蛋 雞飛蛋打
難以想	難以想 難以想像
難以置	難以置 難以置信
難兄難	難兄難 難兄難弟
難得一	難得一 難得一見
難於上	難於上 難於上青天
難無酒	難無酒 難無酒如旗無風
難能可	難能可 難能可貴
雨後春	雨後春 雨後春筍
雪上加	雪上加 雪上加霜
電子郵	電子郵 電子郵件
靈機一	靈機一 靈機一動
青出於	青出於 青出於藍
青天白	青天白 青天白日
非親非	非親非 非親非故
靠山吃	靠山吃 靠山吃山
面無人	面無人 面無人色
面目全	面目全 面目全非
面紅耳	面紅耳 面紅耳赤
面面俱	面面俱 面面俱到
面黃肌	面黃肌 面黃肌瘦
韌如餓	韌如餓 韌如餓蛭
順其自	順其自 順其自然
順理成	順理成 順理成章
頑石點	頑石點 頑石點頭
頭痛醫	頭痛醫 頭痛醫頭
頭頭是	頭頭是 頭頭是道
顧此失	顧此失 顧此失彼
顯而易	顯而易 顯而易見
風中之	風中之 風中之燭
風吹馬	風吹馬 風吹馬耳
風土人	風土人 風土人情
風塵未	風塵未 風塵未撣
風派人	風派人 風派人物
風燭殘	風燭殘 風燭殘年
風餐露	風餐露 風餐露宿
風馬牛	風馬牛 風馬牛不相及
飛來橫	飛來橫 飛來橫禍
飛禽走	飛禽走 飛禽走獸
食果不	食果不 食果不忘種樹人
食樹護	食樹護 食樹護樹
食須細	食須細 食須細嚼
食飯不	食飯不 食飯不忘種田人
飢不擇	飢不擇 飢不擇食
飯來開	飯來開 飯來開口
飲水思	飲水思 飲水思源
飽暖思	飽暖思 飽暖思淫欲
飽經滄	飽經滄 飽經滄桑
飽食終	飽食終 飽食終日
養虎遺	養虎遺 養虎遺患
首當直	首當直 首當直衝
馬到成	馬到成 馬到成功
馬老無	馬老無 馬老無人騎
騎虎難	騎虎難 騎虎難下
驚天動	驚天動 驚天動地
驚弓之	驚弓之 驚弓之鳥
驚心動	驚心動 驚心動魄
驚慌失	驚慌失 驚慌失措
骨肉相	骨肉相 骨肉相連
高不成	高不成 高不成低不就
高枕無	高枕無 高枕無憂
高空彈	高空彈 高空彈跳
高速公	高速公 高速公路
鬥蚊蠅	鬥蚊蠅 鬥蚊蠅遭殃
鬧著玩	鬧著玩 鬧著玩兒
鬼使神	鬼使神 鬼使神差
鬼鬼祟	鬼鬼祟 鬼鬼祟祟
魚死網	魚死網 魚死網破
魚游釜	魚游釜 魚游釜中
魚目混	魚目混 魚目混珠
魚龍混	魚龍混 魚龍混雜
魯魚亥	魯魚亥 魯魚亥豕
鮮花插	鮮花插 鮮花插在牛糞上
鱷魚眼	鱷魚眼 鱷魚眼淚
鳩占鵲	鳩占鵲 鳩占鵲巢
鳩形鵠	鳩形鵠 鳩形鵠面
鴉雀無	鴉雀無 鴉雀無聲
鵬程萬	鵬程萬 鵬程萬裡
鶉衣百	鶉衣百 鶉衣百結
鹿死誰	鹿死誰 鹿死誰手
麻雀雖	麻雀雖 麻雀雖小
黑更半	黑更半 黑更半夜
默默無	默默無 默默無聞
鼠肚雞	鼠肚雞 鼠肚雞腸
鼠陷米	鼠陷米 鼠陷米缸
齊心協	齊心協 齊心協力
龍生九	龍生九 龍生九種
